Sat Aug 21 16:28:57 2021    SYPA_Profile.txt

         1254974 function calls (1235868 primitive calls) in 2.694 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/pajek.py:1(<module>)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.9/enum.py:164(__prepare__)
      496    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:563(_reset_identity)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/multiline_adjlist.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:1534(_array_str_implementation)
      299    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/adjlist.py:1(<module>)
     1922    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/image.py:1(<module>)
       78    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:5970(_maybe_cast_with_dtype)
       74    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_asarray.py:22(require)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:2027(get_plot_commands)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:4359(_concat)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/generic.py:852(DataFrameGroupBy)
     1868    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/decorator.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/community/label_propagation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/coloring/greedy_coloring.py:1(<module>)
      540    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1502(<lambda>)
       31    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:51(__init__)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:3082(__str__)
      545    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/reshape/merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/_mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pickle.py:197(<listcomp>)
       15    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:468(wrapper)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/window/ewm.py:88(ExponentialMovingWindow)
      137    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:263(is_dict_like)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/community/asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/mis.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/_posix_reduction.py:34(DupFd)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/swap.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.9/weakref.py:162(__setitem__)
      221    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:84(opengroup)
     2466    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:265(mgr_locs)
       39    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:2127(inferred_type)
      9/5    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:742(__getitem__)
       82    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1922(make_alias)
       13    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:5514(delete)
      720    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/process_executor.py:294(__init__)
       24    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
     1102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/richclub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/tri/tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/connectivity/stoerwagner.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
      205    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:224(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/markers.py:1(<module>)
      194    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/queues.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/mpl_toolkits/mplot3d/axes3d.py:40(Axes3D)
     2365    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     23/7    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:4485(streamline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/distutils/version.py:93(StrictVersion)
       50    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/cloudpickle/cloudpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/collections.py:25(Collection)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/tree/coding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/joint_degree_seq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1302(ArtistInspector)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pathlib.py:1156(glob)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/util.py:186(__init__)
       10    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/printing.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/reciprocity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:604(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/queues.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/compat/numpy/function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:145(init_ndarray)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sysconfig.py:425(_init_posix)
      477    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/_config/config.py:608(_warn_if_deprecated)
       67    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:4442(__init__)
  230/195    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:461(_get_literal_prefix)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:1284(getLogger)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/linalg/dsolve/linsolve.py:1(<module>)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:411(_mk_bitmap)
       13    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:839(__getitem__)
       17    0.000    0.000    0.000    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/range.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:1527(_guarded_repr_or_str)
       63    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/resource_tracker.py:203(_send)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/linalg/bethehessianmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_multiprocessing_helpers.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/numerictypes.py:599(find_common_type)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/classes/graphviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/category.py:33(CategoricalIndex)
      137    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:2039(<genexpr>)
      616    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/compat/_inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_parallel_backends.py:154(_prepare_worker_env)
       10    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/rcsetup.py:357(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/json/encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/assortativity/correlation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:499(BaseGroupBy)
     2624    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       76    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/printing.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/mycielski.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:297(rename_parameter)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/gpickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/reshape/concat.py:469(get_result)
      892    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/tree/recognition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/distance_regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/nx_yaml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/histograms.py:1(<module>)
      960    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/_config/config.py:569(_get_deprecated_option)
      470    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/numerictypes.py:284(issubclass_)
      174    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:757(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/drawing/nx_pydot.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:5012(_maybe_promote)
     1194    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/parallel.py:755(_terminate_backend)
       19    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2154(_can_hold_element)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_parallel_backends.py:546(terminate)
      218    0.000    0.000    0.000    0.000 /usr/lib/python3.9/codecs.py:319(decode)
      115    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/numeric.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_methods.py:38(_amax)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/line.py:1(<module>)
      746    0.000    0.000    0.000    0.000 /usr/lib/python3.9/functools.py:420(_unwrap_partial)
     1664    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/common.py:185(classes)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/node_classification/hmn.py:1(<module>)
     1695    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/decorator.py:30(<module>)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_memmapping_reducer.py:612(_unlink_temporary_resources)
        2    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/strings/accessor.py:237(_wrap_result)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/markers.py:147(MarkerStyle)
      385    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       20    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/common.py:108(is_url)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/_util.py:1(<module>)
     3487    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:2577(kind)
      769    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:825(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/period.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2268(any)
       61    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:402(__init__)
      912    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1011(__init__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/pytables.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/parallel.py:321(delayed)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:770(_hash_add)
      342    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexers.py:120(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/range.py:38(RangeIndex)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/spatial/_spherical_voronoi.py:1(<module>)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.9/queue.py:154(get)
       37    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:1860(_stack_arrays)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/sas/__init__.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/numerictypes.py:575(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/compressor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/classes/reportviews.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/cloudpickle/cloudpickle_fast.py:595(__init__)
       52    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:889(__init__)
      429    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:532(is_)
     1059    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:454(_get_axes)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:223(split)
       52    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/ops/common.py:26(wrapper)
        4    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/_memmapping_reducer.py:168(_get_temp_dir)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:589(_hash_fn)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/csvs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/centrality/eigenvector.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:863(<listcomp>)
       42    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/range.py:133(_simple_new)
      136    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:71(join)
     1613    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       41    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/resource_tracker.py:179(_check_alive)
      777    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      846    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/datetimelike.py:1591(TimelikeOps)
      130    0.000    0.000    0.000    0.000 /usr/lib/python3.9/pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/linalg/_matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/datetimelike.py:81(DatetimeIndexOpsMixin)
     2580    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/common.py:1(<module>)
       69    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:855(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/centrality/closeness.py:1(<module>)
      292    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/function_base.py:443(_needs_add_docstring)
        7    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/utils.py:71(__call__)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/ufunclike.py:1(<module>)
      684    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:1839(is_integer)
      105    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:218(wrapper)
       41    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       42    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:194(finalize)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/testing/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parquet.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/ops/common.py:32(_unpack_zerodim_and_defer)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.9/dataclasses.py:671(_get_field)
      116    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1407(_is_scalar_access)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.9/inspect.py:1838(_signature_bound_method)
      574    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:759(_validate_key_length)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.9/urllib/parse.py:372(urlparse)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/queues.py:12(<module>)
       40    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/compat/_inspect.py:140(formatargspec)
      232    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:2340(is_label_like)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/selectors.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.9/contextlib.py:215(contextmanager)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:859(copy_with)
      616    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/compat/_inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/reshape/concat.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:944(_get_value)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:11(deprecate)
       19    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/path.py:98(__init__)
       30    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/joblib/externals/cloudpickle/cloudpickle_fast.py:511(_function_reduce)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:388(FigureCanvasAgg)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.9/logging/__init__.py:227(_releaseLock)
       24    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/managers.py:318(_verify_integrity)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:780(PeriodDtype)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/projections/geo.py:1(<module>)
      136    0.000    0.000    0.000    0.000 /usr/lib/python3.9/random.py:238(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:1(<module>)
