,Dicksonosteus,Lunaspis,Entelognathus,Eusthenopteron,Cowralepis,Eurycaraspis,Diandongpetalichthys,Meemannia,Dialipina,Wuttagoonaspis,Actinolepis,Romundina,Bothriolepis,Buchanosteus,Brindabellaspis,Moythomasia,Guiyu,Cheirolepis
Dicksonosteus,1.0,0.3508771929824561,0.35185185185185186,0.6078431372549019,0.2653061224489796,0.2459016393442623,0.2765957446808511,0.14583333333333334,0.15217391304347827,0.3111111111111111,0.48936170212765956,0.4375,0.23404255319148937,0.5319148936170213,0.22784810126582278,0.3283582089552239,0.5,0.3050847457627119
Lunaspis,0.3508771929824561,1.0,0.631578947368421,0.2857142857142857,0.37209302325581395,0.3958333333333333,0.4878048780487805,0.1794871794871795,0.25,0.4186046511627907,0.48,0.27586206896551724,0.32558139534883723,0.30612244897959184,0.2375,0.10606060606060606,0.23529411764705882,0.2028985507246377
Entelognathus,0.35185185185185186,0.631578947368421,1.0,0.39344262295081966,0.2682926829268293,0.37037037037037035,0.5116279069767442,0.18181818181818182,0.23809523809523808,0.3333333333333333,0.5111111111111111,0.16363636363636364,0.28888888888888886,0.3877551020408163,0.17567567567567569,0.24285714285714285,0.23809523809523808,0.32608695652173914
Eusthenopteron,0.6078431372549019,0.2857142857142857,0.39344262295081966,1.0,0.19148936170212766,0.1836734693877551,0.23404255319148937,0.18,0.11764705882352941,0.24489795918367346,0.3148148148148148,0.37037037037037035,0.2765957446808511,0.5319148936170213,0.23684210526315788,0.4696969696969697,0.4,0.3387096774193548
Cowralepis,0.2653061224489796,0.37209302325581395,0.2682926829268293,0.19148936170212766,1.0,0.29545454545454547,0.358974358974359,0.24,0.17647058823529413,0.3611111111111111,0.35,0.08333333333333333,0.42857142857142855,0.38235294117647056,0.18571428571428572,0.1,0.15517241379310345,0.10869565217391304
Eurycaraspis,0.2459016393442623,0.3958333333333333,0.37037037037037035,0.1836734693877551,0.29545454545454547,1.0,0.3617021276595745,0.18604651162790697,0.17391304347826086,0.325,0.3409090909090909,0.20833333333333334,0.21951219512195122,0.2826086956521739,0.21686746987951808,0.18181818181818182,0.16176470588235295,0.13636363636363635
Diandongpetalichthys,0.2765957446808511,0.4878048780487805,0.5116279069767442,0.23404255319148937,0.358974358974359,0.3617021276595745,1.0,0.16279069767441862,0.4090909090909091,0.47619047619047616,0.3125,0.16981132075471697,0.4634146341463415,0.275,0.2077922077922078,0.06451612903225806,0.2,0.2
Meemannia,0.14583333333333334,0.1794871794871795,0.18181818181818182,0.18,0.24,0.18604651162790697,0.16279069767441862,1.0,0.36585365853658536,0.2727272727272727,0.13636363636363635,0.19298245614035087,0.19444444444444445,0.20588235294117646,0.058823529411764705,0.16417910447761194,0.12903225806451613,0.1836734693877551
Dialipina,0.15217391304347827,0.25,0.23809523809523808,0.11764705882352941,0.17647058823529413,0.17391304347826086,0.4090909090909091,0.36585365853658536,0.7837837837837838,0.375,0.34210526315789475,0.2545454545454545,0.2619047619047619,0.13513513513513514,0.09090909090909091,0.15492957746478872,0.11475409836065574,0.21739130434782608
Wuttagoonaspis,0.3111111111111111,0.4186046511627907,0.3333333333333333,0.24489795918367346,0.3611111111111111,0.325,0.47619047619047616,0.2727272727272727,0.375,1.0,0.4,0.06382978723404255,0.325,0.3333333333333333,0.20833333333333334,0.08333333333333333,0.2,0.20754716981132076
Actinolepis,0.48936170212765956,0.48,0.5111111111111111,0.3148148148148148,0.35,0.3409090909090909,0.3125,0.13636363636363635,0.34210526315789475,0.4,1.0,0.35714285714285715,0.2926829268292683,0.3076923076923077,0.2077922077922078,0.20967741935483872,0.21666666666666667,0.2708333333333333
Romundina,0.4375,0.27586206896551724,0.16363636363636364,0.37037037037037035,0.08333333333333333,0.20833333333333334,0.16981132075471697,0.19298245614035087,0.2545454545454545,0.06382978723404255,0.35714285714285715,1.0,0.1568627450980392,0.22950819672131148,0.18309859154929578,0.2647058823529412,0.296875,0.2916666666666667
Bothriolepis,0.23404255319148937,0.32558139534883723,0.28888888888888886,0.2765957446808511,0.42857142857142855,0.21951219512195122,0.4634146341463415,0.19444444444444445,0.2619047619047619,0.325,0.2926829268292683,0.1568627450980392,1.0,0.38461538461538464,0.15942028985507245,0.0967741935483871,0.18333333333333332,0.21568627450980393
Buchanosteus,0.5319148936170213,0.30612244897959184,0.3877551020408163,0.5319148936170213,0.38235294117647056,0.2826086956521739,0.275,0.20588235294117646,0.13513513513513514,0.3333333333333333,0.3076923076923077,0.22950819672131148,0.38461538461538464,1.0,0.14705882352941177,0.2537313432835821,0.45,0.3018867924528302
Brindabellaspis,0.22784810126582278,0.2375,0.17567567567567569,0.23684210526315788,0.18571428571428572,0.21686746987951808,0.2077922077922078,0.058823529411764705,0.09090909090909091,0.20833333333333334,0.2077922077922078,0.18309859154929578,0.15942028985507245,0.14705882352941177,1.0,0.2638888888888889,0.27380952380952384,0.1038961038961039
Moythomasia,0.3283582089552239,0.10606060606060606,0.24285714285714285,0.4696969696969697,0.1,0.18181818181818182,0.06451612903225806,0.16417910447761194,0.15492957746478872,0.08333333333333333,0.20967741935483872,0.2647058823529412,0.0967741935483871,0.2537313432835821,0.2638888888888889,1.0,0.359375,0.3088235294117647
Guiyu,0.5,0.23529411764705882,0.23809523809523808,0.4,0.15517241379310345,0.16176470588235295,0.2,0.12903225806451613,0.11475409836065574,0.2,0.21666666666666667,0.296875,0.18333333333333332,0.45,0.27380952380952384,0.359375,1.0,0.38461538461538464
Cheirolepis,0.3050847457627119,0.2028985507246377,0.32608695652173914,0.3387096774193548,0.10869565217391304,0.13636363636363635,0.2,0.1836734693877551,0.21739130434782608,0.20754716981132076,0.2708333333333333,0.2916666666666667,0.21568627450980393,0.3018867924528302,0.1038961038961039,0.3088235294117647,0.38461538461538464,1.0
