1	1	10
2	1	10
3	1	10
4	1	0
6	1	0
8	1	0
9	1	1
12	1	1
14	1	0
16	1	10
18	1	0
1	2	10
2	2	10
3	2	10
4	2	0
6	2	0
8	2	0
9	2	1
12	2	1
14	2	0
16	2	10
18	2	0
1	3	10
2	3	10
3	3	10
4	3	0
6	3	0
8	3	0
9	3	1
12	3	1
14	3	0
16	3	10
18	3	0
1	4	10
2	4	10
3	4	10
4	4	1
6	4	1
8	4	1
9	4	0
12	4	0
14	4	1
16	4	10
18	4	0
1	5	10
2	5	10
3	5	10
4	5	1
6	5	1
8	5	1
9	5	0
12	5	0
14	5	1
16	5	10
18	5	0
1	6	1
2	6	1
3	6	0
4	6	0
6	6	0
8	6	0
9	6	1
12	6	1
14	6	0
16	6	0
18	6	0
1	8	1
2	8	1
3	8	0
4	8	0
6	8	0
8	8	0
9	8	1
12	8	1
14	8	0
16	8	0
18	8	0
1	9	1
2	9	1
3	9	0
4	9	0
6	9	0
8	9	0
9	9	1
12	9	1
14	9	0
16	9	0
18	9	0
1	12	1
2	12	1
3	12	0
4	12	0
6	12	0
8	12	0
9	12	1
12	12	1
14	12	0
16	12	0
18	12	0
1	14	1
2	14	1
3	14	0
4	14	0
6	14	0
8	14	0
9	14	1
12	14	1
14	14	0
16	14	0
18	14	0
1	16	1
2	16	1
3	16	0
4	16	0
6	16	0
8	16	0
9	16	1
12	16	1
14	16	0
16	16	0
18	16	0
1	17	1
2	17	1
3	17	0
4	17	0
6	17	0
8	17	0
9	17	1
12	17	1
14	17	0
16	17	0
18	17	0
1	20	10
2	20	10
3	20	10
4	20	1
6	20	1
8	20	1
9	20	0
12	20	0
14	20	1
16	20	10000
18	20	0
