,size order,paired,eyes,body
1,1,1000,0,0
2,2,1000,0,0
3,3,1000,0,0
4,3,1000,0,0
5,2,0,0,0
6,2,0,0,0
7,2,0,0,0
8,2,0,0,0
9,2,0,0,0
10,2,0,0,0
11,2,0,0,0
12,2,0,0,0
13,1,0,0,0
14,2,0,0,0
15,2,0,0,0
16,1,0,0,0
17,2,0,0,0
18,2,0,0,0
19,2,1000,0,1000
