1	1	10000
2	1	10000
3	1	10000
4	1	0
5	1	0
6	1	0
7	1	10
8	1	10
9	1	0
10	1	0
11	1	0
12	1	0
13	1	0
14	1	0
15	1	0
16	1	0
17	1	0
18	1	0
19	1	0
20	1	0
21	1	0
22	1	10000
1	2	10000
2	2	10000
3	2	10000
4	2	0
5	2	0
6	2	0
7	2	10
8	2	10
9	2	0
10	2	0
11	2	0
12	2	0
13	2	0
14	2	0
15	2	0
16	2	0
17	2	0
18	2	0
19	2	0
20	2	0
21	2	0
22	2	10000
1	3	10000
2	3	10000
3	3	10000
4	3	0
5	3	0
6	3	0
7	3	10
8	3	10
9	3	0
10	3	0
11	3	0
12	3	0
13	3	0
14	3	0
15	3	0
16	3	0
17	3	0
18	3	0
19	3	0
20	3	0
21	3	0
22	3	10000
1	4	10
2	4	0
3	4	0
4	4	0
5	4	0
6	4	0
7	4	0
8	4	0
9	4	0
10	4	10
11	4	0
12	4	0
13	4	10
14	4	0
15	4	10
16	4	10
17	4	0
18	4	0
19	4	0
20	4	10
21	4	10
22	4	0
1	5	10
2	5	0
3	5	0
4	5	0
5	5	0
6	5	0
7	5	0
8	5	0
9	5	0
10	5	10
11	5	0
12	5	0
13	5	10
14	5	0
15	5	10
16	5	10
17	5	0
18	5	0
19	5	0
20	5	10
21	5	10
22	5	0
1	6	10
2	6	0
3	6	0
4	6	0
5	6	0
6	6	0
7	6	0
8	6	0
9	6	0
10	6	10
11	6	0
12	6	0
13	6	10
14	6	0
15	6	10
16	6	10
17	6	0
18	6	0
19	6	0
20	6	10
21	6	10
22	6	0
1	7	10
2	7	0
3	7	0
4	7	0
5	7	0
6	7	0
7	7	0
8	7	0
9	7	0
10	7	10
11	7	0
12	7	0
13	7	10
14	7	0
15	7	10
16	7	10
17	7	0
18	7	0
19	7	0
20	7	10
21	7	10
22	7	0
1	8	10
2	8	0
3	8	0
4	8	0
5	8	0
6	8	0
7	8	0
8	8	0
9	8	0
10	8	10
11	8	0
12	8	0
13	8	10
14	8	0
15	8	10
16	8	10
17	8	0
18	8	0
19	8	0
20	8	10
21	8	10
22	8	0
1	9	10
2	9	0
3	9	0
4	9	0
5	9	0
6	9	0
7	9	0
8	9	0
9	9	0
10	9	10
11	9	0
12	9	0
13	9	10
14	9	0
15	9	10
16	9	10
17	9	0
18	9	0
19	9	0
20	9	10
21	9	10
22	9	0
1	10	10
2	10	0
3	10	0
4	10	0
5	10	0
6	10	0
7	10	0
8	10	0
9	10	0
10	10	10
11	10	0
12	10	0
13	10	10
14	10	0
15	10	10
16	10	10
17	10	0
18	10	0
19	10	0
20	10	10
21	10	10
22	10	0
1	11	10
2	11	0
3	11	0
4	11	0
5	11	0
6	11	0
7	11	0
8	11	0
9	11	0
10	11	10
11	11	0
12	11	0
13	11	10
14	11	0
15	11	10
16	11	10
17	11	0
18	11	0
19	11	0
20	11	10
21	11	10
22	11	0
1	12	10
2	12	0
3	12	0
4	12	0
5	12	0
6	12	0
7	12	0
8	12	0
9	12	0
10	12	10
11	12	0
12	12	0
13	12	10
14	12	0
15	12	10
16	12	10
17	12	0
18	12	0
19	12	0
20	12	10
21	12	10
22	12	0
1	13	10
2	13	0
3	13	0
4	13	0
5	13	0
6	13	0
7	13	0
8	13	0
9	13	0
10	13	10
11	13	0
12	13	0
13	13	10
14	13	0
15	13	10
16	13	10
17	13	0
18	13	0
19	13	0
20	13	10
21	13	10
22	13	0
1	14	10
2	14	0
3	14	0
4	14	0
5	14	0
6	14	0
7	14	0
8	14	0
9	14	0
10	14	10
11	14	0
12	14	0
13	14	10
14	14	0
15	14	10
16	14	10
17	14	0
18	14	0
19	14	0
20	14	10
21	14	10
22	14	0
1	15	10
2	15	0
3	15	0
4	15	0
5	15	0
6	15	0
7	15	0
8	15	0
9	15	0
10	15	10
11	15	0
12	15	0
13	15	10
14	15	0
15	15	10
16	15	10
17	15	0
18	15	0
19	15	0
20	15	10
21	15	10
22	15	0
1	16	10
2	16	0
3	16	0
4	16	0
5	16	0
6	16	0
7	16	0
8	16	0
9	16	0
10	16	10
11	16	0
12	16	0
13	16	10
14	16	0
15	16	10
16	16	10
17	16	0
18	16	0
19	16	0
20	16	10
21	16	10
22	16	0
1	17	10
2	17	0
3	17	0
4	17	0
5	17	0
6	17	0
7	17	0
8	17	0
9	17	0
10	17	10
11	17	0
12	17	0
13	17	10
14	17	0
15	17	10
16	17	10
17	17	0
18	17	0
19	17	0
20	17	10
21	17	10
22	17	0
1	18	0
2	18	0
3	18	10
4	18	0
5	18	0
6	18	0
7	18	10
8	18	10
9	18	0
10	18	0
11	18	0
12	18	0
13	18	0
14	18	0
15	18	0
16	18	0
17	18	0
18	18	0
19	18	0
20	18	1e+07
21	18	1e+07
22	18	10
1	19	0
2	19	0
3	19	10
4	19	0
5	19	0
6	19	0
7	19	10
8	19	10
9	19	0
10	19	0
11	19	0
12	19	0
13	19	0
14	19	0
15	19	0
16	19	0
17	19	0
18	19	0
19	19	0
20	19	1e+07
21	19	1e+07
22	19	10
1	20	10
2	20	0
3	20	0
4	20	0
5	20	0
6	20	0
7	20	0
8	20	0
9	20	0
10	20	10
11	20	0
12	20	0
13	20	10
14	20	0
15	20	10
16	20	10
17	20	0
18	20	0
19	20	0
20	20	10
21	20	10
22	20	0
1	21	10
2	21	0
3	21	0
4	21	0
5	21	0
6	21	0
7	21	0
8	21	0
9	21	0
10	21	10
11	21	0
12	21	0
13	21	10
14	21	0
15	21	10
16	21	10
17	21	0
18	21	0
19	21	0
20	21	10
21	21	10
22	21	0
1	22	10
2	22	0
3	22	0
4	22	0
5	22	0
6	22	0
7	22	0
8	22	0
9	22	0
10	22	10
11	22	0
12	22	0
13	22	10
14	22	0
15	22	10
16	22	10
17	22	0
18	22	0
19	22	0
20	22	10
21	22	10
22	22	0
1	23	10
2	23	0
3	23	0
4	23	0
5	23	0
