         836326 function calls (822192 primitive calls) in 1.019 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:142(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:517(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:629(_LxmlFrameParser)
        1    0.000    0.000    0.001    0.001 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1011(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:1137(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:1291(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1354(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:216(_ImageBase)
        1    0.000    0.000    0.000    0.000 image.py:841(AxesImage)
        1    0.000    0.000    0.000    0.000 importer.py:103(DynamicImporter)
        1    0.000    0.000    0.000    0.000 importer.py:107(__init__)
       36    0.000    0.000    0.000    0.000 importer.py:110(find_module)
     13/2    0.000    0.000    0.062    0.031 importer.py:120(load_module)
        1    0.000    0.000    0.002    0.002 importer.py:24(<module>)
       26    0.000    0.000    0.000    0.000 importer.py:42(_check_require_version)
       13    0.000    0.000    0.000    0.000 importer.py:81(get_import_stacklevel)
        1    0.000    0.000    0.011    0.011 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:253(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:260(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:307(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:430(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:532(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:557(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:564(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:613(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:710(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
        2    0.000    0.000    0.001    0.000 indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexers.py:116(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:198(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:216(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:266(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:349(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:39(BaseIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:69(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:99(VariableWindowIndexer)
        1    0.000    0.000    0.001    0.001 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1329(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2085(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2121(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2170(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:47(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:598(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:917(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:94(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:98(IndexingMixin)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       17    0.000    0.000    0.000    0.000 inference.py:322(is_hashable)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:223(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:299(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:317(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:398(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:454(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:505(DataFrameTableBuilderNonVerbose)
        1    0.001    0.001    0.001    0.001 info.py:523(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:616(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:94(BaseInfo)
       29    0.000    0.000    0.002    0.000 inspect.py:1129(getfullargspec)
       24    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
     1834    0.001    0.000    0.001    0.000 inspect.py:159(isfunction)
      102    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
       43    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_bound_method)
       34    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
       34    0.000    0.000    0.000    0.000 inspect.py:1876(_signature_is_functionlike)
      742    0.005    0.000    0.015    0.000 inspect.py:2150(_signature_from_function)
  807/764    0.003    0.000    0.020    0.000 inspect.py:2244(_signature_from_callable)
       96    0.000    0.000    0.000    0.000 inspect.py:2273(<lambda>)
     2468    0.003    0.000    0.006    0.000 inspect.py:2496(__init__)
     3995    0.000    0.000    0.000    0.000 inspect.py:2546(name)
      841    0.000    0.000    0.000    0.000 inspect.py:2550(default)
      154    0.000    0.000    0.000    0.000 inspect.py:2554(annotation)
     2497    0.000    0.000    0.000    0.000 inspect.py:2558(kind)
       76    0.000    0.000    0.000    0.000 inspect.py:2562(replace)
       82    0.000    0.000    0.000    0.000 inspect.py:2580(__str__)
      870    0.003    0.000    0.004    0.000 inspect.py:2779(__init__)
     3067    0.001    0.000    0.001    0.000 inspect.py:2828(<genexpr>)
      735    0.000    0.000    0.020    0.000 inspect.py:2857(from_callable)
       34    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
      999    0.000    0.000    0.000    0.000 inspect.py:2863(parameters)
       70    0.000    0.000    0.000    0.000 inspect.py:2867(return_annotation)
      125    0.000    0.000    0.001    0.000 inspect.py:2871(replace)
       34    0.000    0.000    0.000    0.000 inspect.py:3063(__str__)
      735    0.000    0.000    0.020    0.000 inspect.py:3109(signature)
      769    0.001    0.000    0.002    0.000 inspect.py:494(unwrap)
      857    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
      101    0.000    0.000    0.000    0.000 inspect.py:535(_findclass)
      101    0.000    0.000    0.001    0.000 inspect.py:545(_finddoc)
     2349    0.002    0.000    0.031    0.000 inspect.py:607(getdoc)
     2776    0.023    0.000    0.039    0.000 inspect.py:626(cleandoc)
      145    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
      145    0.000    0.000    0.000    0.000 inspect.py:727(getmodule)
      272    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
      101    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       34    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:265(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:36(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:604(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:611(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:618(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:625(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:632(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:639(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:646(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:653(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:507(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:573(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:604(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:632(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:661(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:688(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:723(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:738(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:753(IdentityOperator)
        1    0.000    0.000    0.001    0.001 interpolative.py:32(<module>)
        2    0.000    0.000    0.010    0.005 interval.py:1(<module>)
        3    0.000    0.000    0.000    0.000 interval.py:1063(_setop)
        3    0.000    0.000    0.000    0.000 interval.py:118(setop_check)
        1    0.000    0.000    0.001    0.001 interval.py:130(IntervalArray)
        1    0.000    0.000    0.001    0.001 interval.py:142(IntervalIndex)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.007    0.007 iterative.py:1(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.003    0.003 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:270(node)
        1    0.000    0.000    0.001    0.001 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:301(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:310(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:81(Rectangle)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:876(backtickrepl)
        1    0.000    0.000    0.000    0.000 latent_layers.py:21(<module>)
        1    0.000    0.000    0.000    0.000 latent_layers.py:219(LatentClosureBlockState)
        1    0.000    0.000    0.000    0.000 latent_layers.py:37(LatentLayerBaseState)
        1    0.000    0.000    0.000    0.000 latent_layers.py:553(MeasuredClosureBlockState)
        1    0.000    0.000    0.000    0.000 latent_multigraph.py:21(<module>)
        1    0.000    0.000    0.000    0.000 layered_blockmodel.py:21(<module>)
        1    0.000    0.000    0.000    0.000 layered_blockmodel.py:39(LayeredBlockState)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.016    0.016 lazy.py:97(_lazy)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:402(LbfgsInvHessProduct)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.002    0.002 legend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
        1    0.000    0.000    0.000    0.000 legend.py:51(DraggableLegend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:212(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:259(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:263(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:305(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 legend_handler.py:309(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:350(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:382(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:385(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:456(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:467(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:480(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:584(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:588(__init__)
       12    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:678(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:693(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:730(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1618(Legendre)
        1    0.000    0.000    0.013    0.013 lgmres.py:4(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        1    0.000    0.000    0.005    0.005 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
       72    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       72    0.000    0.000    0.001    0.000 linecache.py:26(getline)
       72    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
       24    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.008    0.008 lines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:1414(_AxLine)
        1    0.000    0.000    0.000    0.000 lines.py:1478(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:199(Line2D)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 locale.py:352(_replace_encoding)
        2    0.000    0.000    0.000    0.000 locale.py:386(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:577(getlocale)
       28    0.000    0.000    0.000    0.000 locale.py:653(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:175(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.002    0.002 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1536(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:63(BlockManager)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.002    0.002 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:35(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked.py:72(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:172(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:208(ProductOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:338(_ExpmPadeHelper)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        1    0.000    0.000    0.008    0.008 mathtext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:174(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:182(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:256(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:287(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:315(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:347(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:358(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:366(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:401(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:423(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:44(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:99(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mcmc.py:21(<module>)
        1    0.000    0.000    0.000    0.000 mcmc.py:273(MulticanonicalState)
        1    0.000    0.000    0.000    0.000 mcmc.py:479(TemperingState)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1538(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1632(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:573(_MergeOperation)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:122(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:126(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:20(_get_method_wrappers)
        2    0.000    0.000    0.004    0.002 methods.py:52(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:72(<genexpr>)
        2    0.000    0.000    0.004    0.002 methods.py:77(_create_methods)
        1    0.000    0.000    0.000    0.000 minimize.py:21(<module>)
        1    0.000    0.000    0.011    0.011 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.003    0.003 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.004    0.004 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:9(LinAlgWarning)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:835(GaussianKDE)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 modularity.py:21(<module>)
        1    0.000    0.000    0.000    0.000 modularity.py:92(ModularityState)
       13    0.000    0.000    0.000    0.000 module.py:106(__init__)
  212/184    0.004    0.000    0.031    0.000 module.py:120(__getattr__)
      119    0.000    0.000    0.000    0.000 module.py:168(<genexpr>)
        1    0.000    0.000    0.001    0.001 module.py:23(<module>)
       21    0.000    0.000    0.000    0.000 module.py:246(get_introspection_module)
    69/61    0.000    0.000    0.003    0.000 module.py:64(get_parent_for_object)
       69    0.000    0.000    0.005    0.000 module.py:87(get_interfaces_for_object)
        1    0.000    0.000    0.000    0.000 module.py:98(IntrospectionModule)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:120(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:161(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:180(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:81(MultiIndexUIntEngine)
        1    0.000    0.000    0.021    0.021 multiarray.py:1(<module>)
       34    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
      165    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       31    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1558(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:373(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 nanops.py:44(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:54(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:55(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:57(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:62(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:86(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:87(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:91(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:955(_nanminmax)
        1    0.000    0.000    0.001    0.001 nested_blockmodel.py:21(<module>)
        1    0.000    0.000    0.000    0.000 nested_blockmodel.py:34(NestedBlockState)
        1    0.000    0.000    0.000    0.000 netzschleuder.py:126(LazyNSInfoDict)
        1    0.000    0.000    0.000    0.000 netzschleuder.py:127(__init__)
        1    0.000    0.000    0.019    0.019 netzschleuder.py:16(<module>)
        1    0.000    0.000    0.000    0.000 netzschleuder.py:82(LazyNSDataDict)
        1    0.000    0.000    0.000    0.000 netzschleuder.py:84(__init__)
        1    0.000    0.000    0.003    0.003 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1021(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1085(Anderson)
        1    0.000    0.000    0.000    0.000 nonlin.py:1241(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1309(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:131(NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:1355(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1418(KrylovJacobian)
        7    0.000    0.000    0.002    0.000 nonlin.py:1610(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 nonlin.py:1622(<listcomp>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1625(<listcomp>)
