Tue Jul 20 19:06:30 2021    profile.txt

         27953028 function calls (27862936 primitive calls) in 12.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:1443(__array__)
      417    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:820(<genexpr>)
     1814    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:398(parent)
       12    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1339(<listcomp>)
       24    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1291(extract_stack)
       30    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/hmac.py:1(<module>)
     6534    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
     8226    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/multiarray.py:736(dot)
      792    0.001    0.000    0.001    0.000 {method 'addConstraint' of 'kiwisolver.Solver' objects}
     6354    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_api/__init__.py:153(<genexpr>)
     3007    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:878(__exit__)
       67    0.001    0.000    0.001    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
      363    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/patches.py:393(set_linewidth)
     1029    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
      331    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_methods.py:54(_any)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/expr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/sparse/array.py:1(<module>)
     2877    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:2138(__add__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/nanfunctions.py:1(<module>)
      373    0.000    0.000    0.001    0.000 /usr/lib/python3.9/inspect.py:183(isgeneratorfunction)
     1254    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/spines.py:556(__getitem__)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:1806(axis)
      657    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/text.py:990(set_fontfamily)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/linalg/laplacianmatrix.py:1(<module>)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:2113(_update_offset_text_position)
       99    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:173(parent_constraints)
      264    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:72(wrapper)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/classic.py:1(<module>)
     2070    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/text.py:514(_update_clip_properties)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/linalg/eigen/__init__.py:1(<module>)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.9/traceback.py:200(extract_stack)
     1386    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/lines.py:632(axes)
      396    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1696(safe_first_element)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_qt5.py:436(draw)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/testing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/polynomial/polynomial.py:1(<module>)
     1386    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/lines.py:1173(set_markeredgecolor)
      528    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:808(reset_ticks)
     3408    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/datetimelike.py:1(<module>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.9/dataclasses.py:998(dataclass)
      225    0.000    0.000    0.001    0.000 /usr/lib/python3.9/sre_parse.py:96(closegroup)
       99    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/markers.py:689(_set_tickright)
      198    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/patches.py:413(set_linestyle)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/operators/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/util/__init__.py:1(<module>)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:1780(transform_path_affine)
       14    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/utils/decorators.py:249(nodes_or_number)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/classes/graph.py:1(<module>)
        2    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/construction.py:62(arrays_to_mgr)
        2    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/series.py:372(_init_dict)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/centrality/current_flow_betweenness.py:1(<module>)
     3007    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/polynomial.py:1(<module>)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.9/traceback.py:321(extract)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1(<module>)
       35    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      536    0.001    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:182(_collect_type_vars)
     1545    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:2616(get_matrix)
       67    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:4011(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/xml/etree/ElementTree.py:1(<module>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.9/dataclasses.py:489(_init_fn)
      396    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:867(_translate_tick_kw)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/html/__init__.py:1(<module>)
      330    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/patches.py:475(set_capstyle)
     6732    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1805(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/generic.py:156(SeriesGroupBy)
      132    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:331(ymin)
      100    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:3123(view)
      107    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:515(__init__)
      373    0.000    0.000    0.001    0.000 /usr/lib/python3.9/inspect.py:190(iscoroutinefunction)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/stata.py:1(<module>)
       33    0.001    0.000    0.001    0.000 {singleShot}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/json/decoder.py:1(<module>)
      346    0.001    0.000    0.001    0.000 /usr/lib/python3.9/pathlib.py:732(__str__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/dateutil/parser/_parser.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/graph6.py:3(<module>)
     2475    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:222(<lambda>)
        3    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:46(_get_running_interactive_framework)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pytz/__init__.py:1(<module>)
     6807    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/lowest_common_ancestors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/spatial/_plotutils.py:1(<module>)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/figure.py:1493(sca)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/compat/numpy/__init__.py:1(<module>)
      102    0.000    0.000    0.001    0.000 /home/hallowstar/Documents/Masters/GrEv2/Code/Morphlings.py:119(New_Node_Name)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.9/dataclasses.py:550(_frozen_get_del_attr)
      723    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(shape)
     3597    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:911(<listcomp>)
      443    0.001    0.000    0.001    0.000 /usr/lib/python3.9/copy.py:258(_reconstruct)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/gzip.py:1(<module>)
       99    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:876(update_from_path)
      263    0.000    0.000    0.001    0.000 /usr/lib/python3.9/typing.py:223(_remove_dups_flatten)
     2628    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/text.py:25(_wrap_text)
      235    0.000    0.000    0.001    0.000 /usr/lib/python3.9/enum.py:88(__setitem__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/cluster.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/release.py:1(<module>)
       20    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:4686(parseImpl)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:5806(_makeTags)
      889    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/components/strongly_connected.py:1(<module>)
     18/8    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:250(__new__)
        2    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:1443(to_dict)
       66    0.000    0.000    0.001    0.000 {method 'mean' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/linalg/eigen/arpack/__init__.py:1(<module>)
     72/4    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1835(_parseCache)
      198    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:2362(_iter_break_from_left_to_right)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:7907(asarray)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:3402(get_xlim)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/linalg/matfuncs.py:5(<module>)
       99    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:521(apply_tickdir)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/generators/degree_seq.py:1(<module>)
        2    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/parsers.py:2034(read)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/category.py:1(<module>)
     9711    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:726(get_style)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/cycles.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/bipartite/generators.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/connectivity/edge_kcomponents.py:1(<module>)
      295    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/groupby.py:1284(GroupBy)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/internals/concat.py:1(<module>)
       22    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/ops/__init__.py:152(flex_method_SERIES)
      533    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/getlimits.py:382(__new__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/signal.py:1(<module>)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_methods.py:162(_mean)
      132    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/triads.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/excel/_base.py:993(ExcelFile)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/plotting/_core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/fractions.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/groupby/ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/arrays/datetimelike.py:1(<module>)
       49    0.000    0.000    0.001    0.000 /home/hallowstar/Documents/Masters/GrEv2/Code/Morphlings.py:79(node_merge)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/drawing/layout.py:1(<module>)
      165    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/collections.py:692(_bcast_lwls)
     5790    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/path.py:199(vertices)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/flow/maxflow.py:1(<module>)
      792    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_layoutgrid.py:255(edit_margin)
     3106    0.001    0.000    0.001    0.000 /usr/lib/python3.9/sre_parse.py:249(match)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/assortativity/__init__.py:1(<module>)
      132    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:1061(_get_tick_bboxes)
       66    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(cumsum)
     9711    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:733(get_variant)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/computation/ops.py:1(<module>)
     8355    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/backend_qt5.py:764(set_cursor)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/classes/function.py:1(<module>)
      122    0.000    0.000    0.001    0.000 /usr/lib/python3.9/inspect.py:2890(replace)
     9711    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:739(get_weight)
      429    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/artist.py:1429(aliased_name)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/utils/random_sequence.py:1(<module>)
       83    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:3870(__init__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/readwrite/json_graph/__init__.py:1(<module>)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:110(_set_new_active_manager)
     1512    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backend_bases.py:1015(get_hatch_path)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axes/_base.py:2676(<listcomp>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.9/enum.py:504(_convert_)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:680(<listcomp>)
      158    0.001    0.000    0.001    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
       10    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/extras.py:235(__init__)
     9711    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:748(get_stretch)
     9190    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:894(get_math_fontfamily)
     4764    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/_api/__init__.py:79(<genexpr>)
     3300    0.001    0.000    0.001    0.000 {method 'conj' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/_threadsafety.py:52(decorator)
      754    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
       10    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/extras.py:239(getdoc)
      300    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      890    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/shortest_paths/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/multi.py:1(<module>)
      201    0.000    0.000    0.001    0.000 /usr/lib/python3.9/enum.py:953(__and__)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/node_classification/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/sparse/compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/core.py:1(<module>)
       56    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:689(_open_file_or_url)
        6    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/scipy/_lib/_threadsafety.py:41(decorate)
       24    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:5837(ensure_index)
     9191    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:765(get_file)
        2    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:1074(itertuples)
        2    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:5679(srange)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/logging/__init__.py:439(StrFormatStyle)
      106    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
       99    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:531(update_position)
       12    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1901(_define_aliases)
     4186    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/cycler.py:227(<genexpr>)
       99    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/collections.py:617(set_linestyle)
      330    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1829(nonzero)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/centrality/betweenness.py:1(<module>)
     1317    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:276(y0)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/patches.py:1954(BoxStyle)
       66    0.001    0.000    0.001    0.000 {built-in method addSeparator}
      233    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pyparsing.py:1400(__init__)
      462    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/backends/qt_compat.py:203(_devicePixelRatioF)
      822    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/ma/core.py:582(filled)
       33    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/path.py:481(transformed)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/__init__.py:138(_check_versions)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/io/formats/excel.py:1(<module>)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:326(xmin)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:1(<module>)
     2386    0.001    0.000    0.001    0.000 /usr/lib/python3.9/sre_parse.py:172(append)
     3549    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/text.py:853(get_text)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/dviread.py:1(<module>)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/axis.py:955(get_inverted)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/window/rolling.py:1862(Rolling)
      132    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:2422(__init__)
      165    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/pyplot.py:843(gcf)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/config_init.py:1(<module>)
       66    0.001    0.000    0.001    0.000 {built-in method setCursor}
     3234    0.001    0.000    0.001    0.000 {built-in method sys.intern}
      132    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/_methods.py:60(_all)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/_testing.py:1(<module>)
        8    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/pandas/core/frame.py:1145(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/hallowstar/.local/lib/python3.9/site-packages/networkx/algorithms/components/biconnected.py:1(<module>)
     4416    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/font_manager.py:874(set_file)
       66    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/transforms.py:1587(transform_path_non_affine)
        6    0.000    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/numpy/core/getlimits.py:35(__init__)
     6101    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     6732    0.001    0.000    0.001    0.000 /home/hallowstar/.local/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1810(<listcomp>)
      852    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
