,size order,paired,eyes,body,left,right
1,2,1000,0,0,0,0
2,2,1000,0,0,0,0
3,3,1000,0,0,0,0
4,3,0,0,0,1,0
5,3,0,0,0,0,1
6,3,0,0,0,1,0
7,3,0,0,0,0,1
8,3,0,0,0,1,0
9,2,0,0,0,1,0
10,2,0,0,0,0,1
11,3,0,0,0,0,1
12,2,0,0,0,1,0
13,3,0,0,0,0,1
14,3,0,0,0,1,0
15,3,0,0,0,0,1
16,3,1000,0,1000,0,0
17,1,0,1000,0,0,0
18,1,0,1000,0,0,0
