Meemannia,0.5
Eurycaraspis,0.5
Actinolepis,0.5
Dicksonosteus,0.5
Cowralepis,0.5
Eusthenopteron,0.5
Wuttagoonaspis,0.5
Dialipina,0.5
Guiyu,0.5
Bothriolepis,0.5
Diandongpetalichthys,0.5
Lunaspis,0.5
Romundina,0.5
Moythomasia,0.5
Brindabellaspis,0.5
Entelognathus,0.5
Buchanosteus,0.5
Cheirolepis,0.5
