,size order,middle,eyes,body,left,right
1,2,1000,0,0,0,0
2,2,1000,0,0,0,0
3,2,1000,0,0,0,0
4,3,1000,0,0,0,0
5,3,1000,0,0,0,0
6,2,0,0,0,1,0
7,2,0,0,0,0,1
8,2,0,0,0,1,0
9,2,0,0,0,1,0
10,2,0,0,0,0,1
11,2,0,0,0,0,1
12,2,0,0,0,1,0
13,2,0,0,0,0,1
14,2,0,0,0,1,0
15,2,0,0,0,0,1
16,2,0,0,0,1,0
17,2,0,0,0,1,0
18,2,0,0,0,0,1
19,2,0,0,0,0,1
20,3,1000,0,1000,0,0
