1	1	100
2	1	200
3	1	100
4	1	100
5	1	0
6	1	0
7	1	0
8	1	0
9	1	0
10	1	0
11	1	0
12	1	0
13	1	0
14	1	0
15	1	0
16	1	0
17	1	0
18	1	0
19	1	200
1	2	100
2	2	200
3	2	100
4	2	100
5	2	0
6	2	0
7	2	0
8	2	0
9	2	0
10	2	0
11	2	0
12	2	0
13	2	0
14	2	0
15	2	0
16	2	0
17	2	0
18	2	0
19	2	200
1	3	100
2	3	100
3	3	200
4	3	200
5	3	0
6	3	0
7	3	0
8	3	0
9	3	0
10	3	0
11	3	0
12	3	0
13	3	0
14	3	0
15	3	0
16	3	0
17	3	0
18	3	0
19	3	100
1	4	0
2	4	0
3	4	0
4	4	0
5	4	100
6	4	0
7	4	100
8	4	0
9	4	100
10	4	100
11	4	0
12	4	0
13	4	100
14	4	100
15	4	0
16	4	0
17	4	100
18	4	0
19	4	0
1	5	0
2	5	0
3	5	0
4	5	0
5	5	0
6	5	100
7	5	0
8	5	100
9	5	0
10	5	0
11	5	100
12	5	100
13	5	0
14	5	0
15	5	100
16	5	100
17	5	0
18	5	100
19	5	0
1	6	0
2	6	0
3	6	0
4	6	0
5	6	100
6	6	0
7	6	100
8	6	0
9	6	100
10	6	100
11	6	0
12	6	0
13	6	100
14	6	100
15	6	0
16	6	0
17	6	100
18	6	0
19	6	0
1	7	0
2	7	0
3	7	0
4	7	0
5	7	0
6	7	100
7	7	0
8	7	100
9	7	0
10	7	0
11	7	100
12	7	100
13	7	0
14	7	0
15	7	100
16	7	100
17	7	0
18	7	100
19	7	0
1	8	0
2	8	0
3	8	0
4	8	0
5	8	100
6	8	0
7	8	100
8	8	0
9	8	100
10	8	100
11	8	0
12	8	0
13	8	100
14	8	100
15	8	0
16	8	0
17	8	100
18	8	0
19	8	0
1	9	0
2	9	0
3	9	0
4	9	0
5	9	200
6	9	0
7	9	200
8	9	0
9	9	200
10	9	200
11	9	0
12	9	0
13	9	100
14	9	200
15	9	0
16	9	0
17	9	200
18	9	0
19	9	0
1	10	0
2	10	0
3	10	0
4	10	0
5	10	0
6	10	200
7	10	0
8	10	200
9	10	0
10	10	0
11	10	200
12	10	200
13	10	0
14	10	0
15	10	200
16	10	100
17	10	0
18	10	200
19	10	0
1	11	0
2	11	0
3	11	0
4	11	0
5	11	0
6	11	100
7	11	0
8	11	100
9	11	0
10	11	0
11	11	100
12	11	100
13	11	0
14	11	0
15	11	100
16	11	100
17	11	0
18	11	100
19	11	0
1	12	0
2	12	0
3	12	0
4	12	0
5	12	200
6	12	0
7	12	200
8	12	0
9	12	200
10	12	200
11	12	0
12	12	0
13	12	100
14	12	200
15	12	0
16	12	0
17	12	200
18	12	0
19	12	0
1	13	0
2	13	0
3	13	0
4	13	0
5	13	0
6	13	100
7	13	0
8	13	100
9	13	0
10	13	0
11	13	100
12	13	100
13	13	0
14	13	0
15	13	100
16	13	100
17	13	0
18	13	100
19	13	0
1	14	0
2	14	0
3	14	0
4	14	0
5	14	100
6	14	0
7	14	100
8	14	0
9	14	100
10	14	100
11	14	0
12	14	0
13	14	100
14	14	100
15	14	0
16	14	0
17	14	100
18	14	0
19	14	0
1	15	0
2	15	0
3	15	0
4	15	0
5	15	0
6	15	100
7	15	0
8	15	100
9	15	0
10	15	0
11	15	100
12	15	100
13	15	0
14	15	0
15	15	100
16	15	100
17	15	0
18	15	100
19	15	0
1	16	100
2	16	100
3	16	200
4	16	200
5	16	0
6	16	0
7	16	0
8	16	0
9	16	0
10	16	0
11	16	0
12	16	0
13	16	0
14	16	0
15	16	0
16	16	0
17	16	0
18	16	0
19	16	10000
1	17	0
2	17	0
3	17	0
4	17	0
5	17	0
6	17	0
7	17	0
8	17	0
9	17	0
10	17	0
11	17	0
12	17	0
13	17	0
14	17	0
15	17	0
16	17	0
17	17	0
18	17	0
19	17	0
1	18	0
2	18	0
3	18	0
4	18	0
5	18	0
6	18	0
7	18	0
8	18	0
9	18	0
10	18	0
11	18	0
12	18	0
13	18	0
14	18	0
15	18	0
16	18	0
17	18	0
18	18	0
19	18	0
