character size tissue_type homolog
170 5 body 1
10 2 mess 0
50 1 mess 0
80 1 duct 0
140 3 tess 0
131 2 tess 0
121 2 tess 0
91 4 tess 0
101 2 tess 0
61 2 tess 0
71 2 tess 0
41 2 mess 0
31 2 mess 0
151 1 duct 0
161 1 duct 0
21 1 tess 0
111 1 orb 2
132 2 tess 0
122 2 tess 0
92 4 tess 0
102 2 tess 0
62 2 tess 0
72 2 tess 0
42 2 mess 0
32 2 mess 0
152 1 duct 0
162 1 duct 0
22 1 tess 0
112 1 orb 3
