character size tissue_type homolog
140 5 body 1
120 2 tess 0
30 2 mess 0
80 1 tess 0
20 2 tess 0
11 1 tess 0
51 1 tess 0
41 3 tess 0
61 1 orb 2
71 1 tess 0
101 2 tess 0
91 3 tess 0
111 2 tess 0
131 2 tess 0
12 1 tess 0
52 1 tess 0
42 3 tess 0
62 1 orb 3
72 1 tess 0
102 2 tess 0
92 3 tess 0
112 2 tess 0
132 2 tess 0
