,Dicksonosteus,Lunaspis,Entelognathus,Eusthenopteron,Cowralepis,Eurycaraspis,Diandongpetalichthys,Meemannia,Dialipina,Wuttagoonaspis,Actinolepis,Romundina,Bothriolepis,Buchanosteus,Brindabellaspis,Moythomasia,Guiyu,Cheirolepis
Dicksonosteus,1.0,0.42857142857142855,0.4666666666666667,0.7058823529411765,0.3023255813953488,0.2459016393442623,0.2765957446808511,0.1956521739130435,0.24444444444444444,0.3111111111111111,0.5531914893617021,0.5294117647058824,0.3023255813953488,0.7111111111111111,0.3424657534246575,0.46153846153846156,0.5555555555555556,0.5833333333333334
Lunaspis,0.42857142857142855,1.0,0.631578947368421,0.38461538461538464,0.4146341463414634,0.56,0.4878048780487805,0.23255813953488372,0.28888888888888886,0.5365853658536586,0.48,0.41509433962264153,0.4878048780487805,0.44680851063829785,0.4166666666666667,0.24285714285714285,0.2876712328767123,0.2909090909090909
Entelognathus,0.4666666666666667,0.631578947368421,1.0,0.47058823529411764,0.45,0.5416666666666666,0.5116279069767442,0.25,0.2857142857142857,0.6578947368421053,0.5238095238095238,0.4489795918367347,0.475,0.4772727272727273,0.39705882352941174,0.36507936507936506,0.31666666666666665,0.3695652173913043
Eusthenopteron,0.7058823529411765,0.38461538461538464,0.47058823529411764,1.0,0.19148936170212766,0.19607843137254902,0.23404255319148937,0.18,0.19148936170212766,0.24489795918367346,0.43137254901960786,0.48,0.2765957446808511,0.574468085106383,0.38961038961038963,0.515625,0.6724137931034483,0.6666666666666666
Cowralepis,0.3023255813953488,0.4146341463414634,0.45,0.19148936170212766,1.0,0.525,0.5833333333333334,0.3103448275862069,0.3333333333333333,0.5454545454545454,0.35,0.2765957446808511,0.4411764705882353,0.38235294117647056,0.3181818181818182,0.1,0.1724137931034483,0.10869565217391304
Eurycaraspis,0.2459016393442623,0.56,0.5416666666666666,0.19607843137254902,0.525,1.0,0.6923076923076923,0.2,0.28846153846153844,0.5476190476190477,0.46808510638297873,0.4067796610169492,0.4358974358974359,0.4318181818181818,0.352112676056338,0.23529411764705882,0.2676056338028169,0.29310344827586204
Diandongpetalichthys,0.2765957446808511,0.4878048780487805,0.5116279069767442,0.23404255319148937,0.5833333333333334,0.6923076923076923,1.0,0.28205128205128205,0.46511627906976744,0.5882352941176471,0.4186046511627907,0.3898305084745763,0.5,0.375,0.37681159420289856,0.21212121212121213,0.2463768115942029,0.2
Meemannia,0.1956521739130435,0.23255813953488372,0.25,0.18,0.3103448275862069,0.2,0.28205128205128205,1.0,0.6,0.4666666666666667,0.2926829268292683,0.2830188679245283,0.2972972972972973,0.24324324324324326,0.11594202898550725,0.21875,0.14754098360655737,0.2608695652173913
Dialipina,0.24444444444444444,0.28888888888888886,0.2857142857142857,0.19148936170212766,0.3333333333333333,0.28846153846153844,0.46511627906976744,0.6,1.0,0.45714285714285713,0.375,0.32075471698113206,0.42857142857142855,0.2857142857142857,0.11594202898550725,0.25806451612903225,0.11475409836065574,0.21739130434782608
Wuttagoonaspis,0.3111111111111111,0.5365853658536586,0.6578947368421053,0.24489795918367346,0.5454545454545454,0.5476190476190477,0.5882352941176471,0.4666666666666667,0.45714285714285713,1.0,0.475,0.3404255319148936,0.48484848484848486,0.36585365853658536,0.2714285714285714,0.14516129032258066,0.22413793103448276,0.20754716981132076
