Dicksonosteus,Lunaspis,Entelognathus,Eusthenopteron,Cowralepis,Eurycaraspis,Diandongpetalichthys,Meemannia,Dialipina,Wuttagoonaspis,Actinolepis,Romundina,Bothriolepis,Buchanosteus,Brindabellaspis,Moythomasia,Guiyu,Cheirolepis
Dicksonosteus,1.0,0.3666666666666666,0.4210526315789473,0.6666666666666666,0.2407407407407407,0.2238805970149253,0.2,0.1578947368421052,0.1692307692307692,0.25,0.4727272727272727,0.4285714285714285,0.2063492063492063,0.7111111111111111,0.3333333333333333,0.410958904109589,0.5303030303030303,0.4590163934426229
Lunaspis,0.3666666666666666,1.0,0.4528301886792453,0.303030303030303,0.3695652173913043,0.56,0.48,0.1923076923076923,0.2203389830508474,0.5,0.4528301886792453,0.3870967741935484,0.3846153846153846,0.4038461538461538,0.4054054054054054,0.2073170731707317,0.2763157894736842,0.2686567164179104
Entelognathus,0.4210526315789473,0.4528301886792453,1.0,0.4655172413793103,0.4090909090909091,0.5098039215686274,0.4313725490196078,0.22,0.2678571428571428,0.625,0.4901960784313725,0.4166666666666667,0.3653846153846153,0.4117647058823529,0.3552631578947368,0.3066666666666666,0.28,0.2923076923076923
Eusthenopteron,0.6666666666666666,0.303030303030303,0.4655172413793103,1.0,0.1451612903225806,0.131578947368421,0.1549295774647887,0.1475409836065573,0.1267605633802817,0.1935483870967742,0.3492063492063492,0.3428571428571428,0.1940298507462686,0.5,0.3658536585365853,0.4459459459459459,0.640625,0.631578947368421
Cowralepis,0.2407407407407407,0.3695652173913043,0.4090909090909091,0.1451612903225806,1.0,0.5,0.5526315789473685,0.2368421052631578,0.2391304347826087,0.5454545454545454,0.2916666666666667,0.2456140350877192,0.3571428571428571,0.2888888888888888,0.3088235294117647,0.0769230769230769,0.1388888888888889,0.0769230769230769
Eurycaraspis,0.2238805970149253,0.56,0.5098039215686274,0.131578947368421,0.5,1.0,0.6444444444444445,0.1698113207547169,0.2631578947368421,0.5348837209302325,0.4,0.3870967741935484,0.3090909090909091,0.3518518518518518,0.3506493506493506,0.1927710843373494,0.2435897435897435,0.25
Diandongpetalichthys,0.2,0.48,0.4313725490196078,0.1549295774647887,0.5526315789473685,0.6444444444444445,1.0,0.2340425531914893,0.4166666666666667,0.55,0.3773584905660377,0.3898305084745763,0.4166666666666667,0.2777777777777778,0.3698630136986301,0.1728395061728395,0.2236842105263158,0.1571428571428571
Meemannia,0.1578947368421052,0.1923076923076923,0.22,0.1475409836065573,0.2368421052631578,0.1698113207547169,0.2340425531914893,1.0,0.6,0.3888888888888889,0.2448979591836734,0.2727272727272727,0.2444444444444444,0.1875,0.1,0.2028985507246377,0.125,0.2105263157894736
Dialipina,0.1692307692307692,0.2203389830508474,0.2678571428571428,0.1267605633802817,0.2391304347826087,0.2631578947368421,0.4166666666666667,0.6,1.0,0.3953488372093023,0.2678571428571428,0.2903225806451613,0.2941176470588235,0.175438596491228,0.1136363636363636,0.2077922077922078,0.1097560975609756,0.144927536231884
Wuttagoonaspis,0.25,0.5,0.625,0.1935483870967742,0.5454545454545454,0.5348837209302325,0.55,0.3888888888888889,0.3953488372093023,1.0,0.4444444444444444,0.2758620689655172,0.4285714285714285,0.3260869565217391,0.2602739726027397,0.1153846153846153,0.1805555555555555,0.1774193548387097
