,size order,paired,eyes,body,left,right
1,1,1000,0,0,0,0
2,2,1000,0,0,0,0
3,3,1000,0,0,0,0
4,3,1000,0,0,0,0
5,2,0,0,0,1,0
6,2,0,0,0,0,1
7,2,0,0,0,1,0
8,2,0,0,0,0,1
9,2,0,0,0,1,0
10,2,0,0,0,1,0
11,2,0,0,0,0,1
12,2,0,0,0,0,1
13,1,0,0,0,1,0
14,2,0,0,0,1,0
15,2,0,0,0,0,1
16,1,0,0,0,0,1
17,2,0,0,0,1,0
18,2,0,0,0,0,1
19,2,1000,0,1000,0,0
