,size order,Middle,eyes,body,left,right
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,1,0,0,0,1,0
4,1,0,0,0,0,1
5,2,0,1,0,1,0
6,2,0,1,0,0,1
7,2,0,0,0,1,0
8,2,0,0,0,1,0
9,2,0,0,0,1,0
10,2,0,0,0,0,1
11,2,0,0,0,0,1
12,2,0,0,0,0,1
13,1,0,0,0,1,0
14,2,0,0,0,1,0
15,2,0,0,0,1,0
16,3,0,0,0,1,0
17,3,0,0,0,0,1
18,2,0,0,0,0,1
19,2,0,0,0,0,1
20,1,0,0,0,0,1
21,1,0,0,0,1,0
22,3,0,0,0,1,0
23,3,0,0,0,0,1
24,1,0,0,0,0,1
25,3,1,0,1,0,0
26,3,1,0,0,0,0
